Geneid	021_control	021_TGFb1	021_TGFb2	025_control	025_TGFb1	025_TGFb2	029_control	029_TGFb1	029_TGFb2	050_control	050_TGFb1	050_TGFb2	LGP3_control	LGP3_TGFb1	LGP3_TGFb2	LGP5_control	LGP5_TGFb1	LGP5_TGFb2
hsa-miR-6785-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0
hsa-miR-4738-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-4738-3p	0	2	4	0	5	1	0	1	1	1	0	1	1	7	1	3	4	1
hsa-miR-6868-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6868-3p	10	12	18	0	0	0	7	4	14	6	2	11	4	2	8	20	14	6
hsa-miR-636	6	7	5	3	5	5	7	10	1	2	4	0	3	4	8	4	0	3
hsa-miR-6516-5p	17	17	7	15	8	13	17	39	14	12	19	12	22	19	24	8	12	13
hsa-miR-6516-3p	16	9	1	10	9	14	16	31	8	18	23	15	22	12	21	5	6	16
hsa-miR-4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1268b	3	11	2	3	8	6	3	9	7	2	9	3	4	26	8	3	7	1
hsa-miR-4730	2	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0
hsa-miR-657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3065-5p	147	845	272	71	272	97	28	153	73	52	293	84	267	294	283	55	63	89
hsa-miR-3065-3p	21	126	58	10	38	18	5	28	13	12	39	16	44	32	61	6	13	10
hsa-miR-338-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-338-3p	6	5	10	1	20	3	22	9	18	19	28	19	41	18	42	51	15	39
hsa-miR-1250-5p	0	0	1	0	0	0	1	3	0	0	1	2	6	0	4	4	1	0
hsa-miR-1250-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4740-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4740-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3186-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6786-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6786-3p	1	3	2	1	4	2	5	1	4	1	0	0	4	7	1	4	10	4
hsa-miR-6787-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6787-3p	0	1	1	0	6	4	2	0	1	1	4	0	0	3	0	2	0	5
hsa-miR-4525	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0
hsa-miR-8078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6718-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6788-5p	0	0	0	0	0	0	0	4	4	1	0	3	3	0	3	1	0	0
hsa-miR-6788-3p	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0
hsa-miR-7153-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7153-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4526	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320c	184	201	196	289	410	399	255	196	182	132	298	175	465	374	415	256	273	260
hsa-miR-133a-3p	2	4	6	110	108	90	274	132	296	34	34	24	184	176	198	1418	628	1124
hsa-miR-133a-5p	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	10	12	16
hsa-miR-1-3p	28	28	17	504	252	581	1437	323	1376	103	97	165	627	720	729	3901	1442	2288
hsa-miR-4741	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0
hsa-miR-8057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-187-5p	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
hsa-miR-187-3p	15	10	16	3	9	8	5	6	6	9	12	11	26	5	24	43	17	25
hsa-miR-3929	3	6	4	0	0	2	0	0	0	1	4	1	1	3	0	0	0	0
hsa-miR-4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5583-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5583-3p	0	2	0	0	4	0	0	2	8	0	2	0	20	0	4	0	0	0
hsa-miR-4319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4527	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	1	1	0
hsa-miR-4743-5p	0	0	2	0	2	1	1	4	2	0	1	0	0	0	0	0	0	0
hsa-miR-4743-3p	0	2	0	2	1	1	2	0	3	0	1	0	0	1	0	0	0	1
hsa-miR-4744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1539	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4528	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4529-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4529-3p	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
hsa-miR-122-5p	53	1871	22	122	5744	294	333	6691	236	243	1970	262	587	3150	777	81	340	272
hsa-miR-122-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-122b-5p	4	14	0	66	28	55	50	56	43	9	60	16	2	42	6	9	5	1
hsa-miR-122b-3p	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5011-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5011-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548av-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-548av-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4745-5p	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-4745-3p	2	0	2	1	4	1	3	0	0	0	1	0	0	0	0	1	1	0
hsa-miR-3187-3p	5	11	10	5	24	11	8	10	17	7	14	13	21	13	33	6	7	12
hsa-miR-3187-5p	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	5	0	1
hsa-miR-1909-5p	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-1909-3p	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-1227-3p	1	2	1	2	0	0	0	1	1	1	6	3	5	7	0	0	1	4
hsa-miR-1227-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6789-5p	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6789-3p	0	0	1	0	0	0	0	0	0	2	0	2	3	0	0	0	0	3
hsa-miR-4321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7108-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7108-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-7850-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4746-5p	1	0	0	0	4	1	2	0	0	0	0	0	6	0	4	7	1	2
hsa-miR-4746-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4747-5p	0	2	2	0	2	1	2	0	0	0	1	0	1	1	3	1	0	2
hsa-miR-4747-3p	2	2	0	0	3	0	0	3	0	0	1	0	0	0	0	0	0	1
hsa-miR-6885-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6885-3p	2	2	3	3	2	0	5	0	0	5	0	4	2	4	2	0	5	5
hsa-miR-6790-5p	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0
hsa-miR-6790-3p	0	1	0	0	0	0	1	1	2	0	1	1	1	1	0	1	0	0
hsa-miR-3940-3p	1	2	7	7	7	14	13	9	7	5	5	4	16	4	18	9	4	1
hsa-miR-3940-5p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6791-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6791-3p	2	0	2	1	2	2	5	4	1	0	2	6	3	1	6	2	2	6
hsa-miR-6792-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6792-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4999-5p	9	5	3	4	5	3	2	3	7	2	6	6	9	2	21	9	6	3
hsa-miR-4999-3p	0	0	0	0	1	1	0	1	1	0	0	0	8	0	0	1	0	0
hsa-miR-5589-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5589-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1181	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-1238-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1238-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4748	1	4	0	4	2	1	1	1	2	2	3	0	1	1	8	0	0	2
hsa-miR-6793-5p	0	2	0	0	7	0	0	1	1	0	0	0	1	0	0	0	0	0
hsa-miR-6793-3p	0	2	0	1	1	1	0	2	1	0	0	0	0	1	0	0	0	0
hsa-miR-6886-5p	0	1	0	0	0	0	0	0	0	0	4	0	0	3	4	3	2	0
hsa-miR-6886-3p	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0
hsa-miR-7974	1	1	4	2	0	7	0	0	1	2	4	1	0	0	4	0	0	2
hsa-miR-10395-5p	593	1357	722	1473	1149	1168	315	1241	311	772	1267	1138	588	1620	839	629	1845	85
hsa-miR-10395-3p	600	1361	724	1479	1148	1174	313	1235	312	772	1262	1136	583	1616	839	625	1842	85
hsa-miR-5684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6794-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6794-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5695	2	0	2	0	0	0	0	0	0	0	0	0	4	1	0	3	0	0
hsa-miR-6515-5p	2	1	0	7	0	2	0	0	1	1	3	2	3	3	3	1	10	2
hsa-miR-6515-3p	7	1	1	1	1	3	2	0	3	0	4	0	3	5	4	3	10	4
hsa-miR-24-3p	158007	226615	182443	187112	229347	179799	207786	124144	180361	140012	252315	198488	215242	183543	229008	255565	232626	232781
hsa-miR-24-2-5p	74	121	171	114	275	160	103	101	104	58	147	208	102	109	153	43	51	96
hsa-miR-27a-5p	201	95	334	174	125	330	302	59	511	105	108	289	98	266	165	57	116	132
hsa-miR-27a-3p	28454	38781	40547	29238	32759	20999	33851	12265	29843	27581	49860	41514	31562	19180	39388	23320	24367	18042
hsa-miR-23a-5p	21	52	23	19	112	25	44	47	55	19	51	33	50	84	61	13	29	61
hsa-miR-23a-3p	71290	100781	86773	83534	112447	90005	95538	61223	83278	68926	114756	89369	82740	91521	94217	68836	50600	65812
hsa-miR-181c-5p	39	42	49	39	54	48	51	35	60	25	28	48	64	27	74	128	53	145
hsa-miR-181c-3p	119	130	136	100	106	96	169	73	144	80	130	127	138	69	132	192	118	149
hsa-miR-181d-5p	119	110	129	87	81	111	117	73	110	68	65	75	123	136	145	190	134	142
hsa-miR-181d-3p	7	3	3	4	2	9	9	1	4	3	3	4	0	0	9	3	8	5
hsa-miR-1199-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1199-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-639	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	2
hsa-miR-6795-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6795-3p	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0
hsa-miR-1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3188	0	0	0	0	7	0	0	1	4	0	1	2	2	0	2	0	0	4
hsa-miR-3189-3p	3	1	0	2	2	0	5	2	2	5	2	0	1	0	2	0	0	0
hsa-miR-3189-5p	0	0	0	0	2	0	1	0	0	1	0	2	2	0	1	0	0	0
hsa-miR-640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1270	43	40	20	24	31	24	70	46	40	36	35	46	148	110	139	96	120	151
hsa-miR-6887-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6887-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5196-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5196-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4530	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6719-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-641	9	10	9	32	15	18	27	20	15	24	37	32	30	21	14	45	41	52
hsa-miR-6796-5p	0	0	0	0	0	0	1	4	0	1	2	0	0	0	0	1	0	0
hsa-miR-6796-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6797-5p	4	0	0	1	0	0	0	2	2	2	0	1	0	0	0	1	1	1
hsa-miR-6797-3p	2	0	2	2	0	3	1	3	0	2	0	1	1	4	0	3	3	2
hsa-miR-4323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8085	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-330-5p	91	122	120	82	81	54	85	45	63	76	80	78	159	53	75	147	124	95
hsa-miR-330-3p	81	104	83	89	92	58	108	46	83	72	57	74	178	125	110	179	132	110
hsa-miR-642a-5p	1	9	2	6	22	1	0	10	1	0	5	2	18	16	14	18	18	38
hsa-miR-642a-3p	0	0	0	0	9	0	0	5	0	1	1	1	7	2	1	0	0	3
hsa-miR-642b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-642b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-769-5p	635	722	717	649	626	585	632	265	495	602	601	733	1063	477	1183	1844	1126	1406
hsa-miR-769-3p	182	234	147	132	232	175	160	133	101	128	190	115	301	154	208	229	168	254
hsa-miR-320e	3	6	8	8	8	14	11	5	7	4	7	6	15	13	19	22	6	13
hsa-miR-3190-5p	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
hsa-miR-3190-3p	2	2	2	0	0	2	0	1	2	0	0	0	4	0	6	1	0	2
hsa-miR-3191-3p	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0
hsa-miR-3191-5p	0	0	0	0	0	2	0	0	0	0	0	2	0	6	0	0	1	2
hsa-miR-6798-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6798-3p	2	2	1	2	2	0	1	0	1	0	1	1	2	0	4	0	0	1
hsa-miR-4324	0	0	0	3	1	0	2	0	0	0	2	0	1	1	4	3	3	3
hsa-miR-150-5p	3	7	6	2	12	5	2	10	6	4	8	2	5	12	14	1	5	6
hsa-miR-150-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-5p	1	0	0	1	2	1	0	0	0	0	0	0	0	6	8	0	1	0
hsa-miR-5088-3p	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	1	0
hsa-miR-6799-5p	0	2	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6799-3p	0	0	1	3	1	0	1	0	0	1	2	2	0	1	1	1	0	0
hsa-miR-6800-5p	3	1	2	0	1	1	0	2	2	0	1	0	0	2	0	3	4	1
hsa-miR-6800-3p	0	0	2	3	2	1	0	4	3	0	1	0	2	3	1	3	7	2
hsa-miR-4749-5p	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0
hsa-miR-4749-3p	0	0	0	0	1	2	1	2	0	0	1	1	1	0	0	0	0	1
hsa-miR-4750-5p	0	1	0	3	2	0	0	0	0	2	1	1	0	2	0	1	0	0
hsa-miR-4750-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99b-5p	19139	28628	18202	18763	36306	22297	23354	24647	27778	14452	24028	20061	39433	37629	41640	26525	21853	31338
hsa-miR-99b-3p	609	1066	667	626	1325	884	681	852	890	507	736	693	1172	1418	1517	865	778	1115
hsa-let-7e-5p	39670	60465	38318	46599	80015	53381	62028	65793	66834	36803	54052	43038	86575	119714	97167	70518	62882	79253
hsa-let-7e-3p	120	109	197	138	181	131	167	84	174	115	133	167	190	174	235	207	158	205
hsa-miR-125a-5p	82209	85962	75050	74941	114305	86737	107731	92251	103090	48357	89862	54302	133223	137161	128664	128715	123858	184239
hsa-miR-125a-3p	124	210	168	126	317	171	172	192	182	119	179	197	362	396	448	232	243	271
hsa-miR-6801-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6801-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-643	6	6	11	4	1	3	2	2	4	5	7	5	2	6	7	5	3	5
hsa-miR-512-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-512-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1323	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
hsa-miR-498-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-498-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520e-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-515-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519e-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520f-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
hsa-miR-520f-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519c-5p	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0
hsa-miR-519c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1283	0	6	0	0	8	0	0	4	8	2	2	6	0	4	0	0	0	0
hsa-miR-520a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519b-5p	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0
hsa-miR-519b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-525-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-525-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-523-5p	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0
hsa-miR-523-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518f-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518f-3p	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
hsa-miR-520b-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-520b-5p	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-518b	0	0	1	1	2	0	0	0	0	0	3	1	0	0	0	0	0	0
hsa-miR-526a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520c-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-518c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518c-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
hsa-miR-524-5p	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-524-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517a-3p	0	0	0	1	0	0	0	1	1	0	4	1	1	0	2	0	0	0
hsa-miR-519d-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-519d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-521	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-520d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517b-3p	0	0	0	1	0	0	0	1	1	0	4	1	1	0	2	0	0	0
hsa-miR-520g-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-520g-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-516b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-5p	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0
hsa-miR-518e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518a-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518d-3p	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
hsa-miR-517c-3p	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0
hsa-miR-520h	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-522-5p	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0
hsa-miR-522-3p	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
hsa-miR-519a-5p	0	1	0	0	0	1	0	0	2	1	4	1	0	0	2	0	0	0
hsa-miR-519a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-5p	2	8	0	0	2	0	0	10	6	12	38	14	0	4	2	6	0	0
hsa-miR-516a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-2-5p	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-371a-5p	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-371a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-372-3p	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0
hsa-miR-372-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-3p	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
hsa-miR-935	0	3	0	0	0	0	0	0	2	10	24	10	18	10	6	0	3	0
hsa-miR-4752	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6804-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6804-3p	0	0	0	1	2	0	0	0	0	0	1	2	0	1	1	2	1	1
hsa-miR-6802-5p	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
hsa-miR-6802-3p	5	0	3	3	3	6	3	1	0	3	0	1	2	8	0	3	1	3
hsa-miR-6803-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6803-3p	5	2	4	11	2	1	4	7	13	3	2	2	4	4	3	6	7	8
