gene_id	gene_symbol	TM_C_1	TM_C_2	TM_C_3	TM_C_4	TM_C_5	TM_T_1	TM_T_2	TM_T_3	TM_T_4	TM_T_5
ENSG00000264501.2	RN7SL731P	0	0	0	0	0	0	0	0	0	0
ENSG00000284735.1	AL139424.3	0	6	5	4	0	1	2	3	3	2
ENSG00000284642.1	AL139424.2	1	1	1	1	0	3	5	12	7	10
ENSG00000142657.21	PGD	28257	12589	6648	6646	5713	8520	4828	5724	6098	4334
ENSG00000271989.1	AL139424.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251503.8	CENPS-CORT	0	2	6	0	0	4	0	5	1	2
ENSG00000175279.22	CENPS	24	29	25	30	29	40	36	20	21	18
ENSG00000241563.4	CORT	1	5	3	5	3	7	8	5	3	2
ENSG00000160049.12	DFFA	999	1486	1453	1354	1459	1571	1181	1814	1393	1527
ENSG00000203469.2	AL354956.1	0	0	0	0	0	0	0	0	0	0
ENSG00000142655.13	PEX14	523	704	607	690	581	757	586	736	673	595
ENSG00000287727.1	AL139423.2	1	2	1	7	0	0	2	7	0	4
ENSG00000243267.3	RN7SL614P	0	0	0	2	0	0	0	3	0	0
ENSG00000130940.15	CASZ1	4	35	38	7	39	20	13	20	10	22
ENSG00000272078.1	AL139423.1	0	3	5	3	2	3	4	0	2	2
ENSG00000225158.2	HSPE1P24	0	0	0	0	0	0	0	0	0	0
ENSG00000175262.14	C1orf127	2	3	0	1	1	2	0	1	0	6
ENSG00000215785.2	CFL1P6	0	0	2	1	0	0	0	1	0	0
ENSG00000120948.18	TARDBP	1244	1298	1487	1368	1394	1570	1057	1651	1184	1473
ENSG00000277726.4	AL109811.3	0	0	0	0	0	0	0	0	0	0
ENSG00000009724.17	MASP2	17	15	9	11	14	12	16	29	14	13
ENSG00000271895.2	AL109811.2	32	25	20	11	14	15	35	30	12	13
ENSG00000116649.10	SRM	2766	2810	3796	3679	3315	5237	3395	4329	4311	4425
ENSG00000171824.14	EXOSC10	625	730	647	746	685	819	765	784	569	668
ENSG00000226849.1	AL109811.1	0	0	1	0	1	4	1	6	1	7
ENSG00000230337.1	EXOSC10-AS1	5	2	5	13	11	21	10	22	4	32
ENSG00000198793.13	MTOR	1214	1521	1589	1379	1669	1559	1422	1898	1351	1621
ENSG00000225602.5	MTOR-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000253086.1	RNU6-537P	0	0	0	0	0	0	0	0	0	0
ENSG00000171819.5	ANGPTL7	63	199	31	19	72	73	3053	27	20	337
ENSG00000207451.1	RNU6-291P	0	0	0	0	0	0	0	0	0	0
ENSG00000238173.1	RPL39P6	0	0	0	0	0	0	0	0	0	0
ENSG00000120942.14	UBIAD1	374	481	370	305	361	453	314	428	279	430
ENSG00000238199.1	UBE2V2P3	0	0	1	4	1	0	0	1	0	0
ENSG00000284646.1	AL031291.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224338.2	MTCYBP45	0	0	0	0	0	0	0	0	0	0
ENSG00000204624.8	DISP3	2	0	0	5	1	1	2	1	3	1
ENSG00000285833.1	AL590989.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235643.2	LINC01647	0	0	0	0	0	0	0	0	0	0
ENSG00000284708.1	AL031731.1	0	0	0	3	0	1	0	0	0	0
ENSG00000116661.11	FBXO2	211	501	114	415	150	126	413	132	587	385
ENSG00000132879.14	FBXO44	858	1155	558	668	790	608	921	639	588	798
ENSG00000116663.11	FBXO6	288	361	242	305	326	272	383	216	339	394
ENSG00000116670.15	MAD2L2	497	592	423	433	501	533	652	442	393	437
ENSG00000162490.7	DRAXIN	111	163	20	54	35	228	245	264	20	251
ENSG00000177674.16	AGTRAP	874	728	801	897	891	1174	956	756	1130	982
ENSG00000215910.7	C1orf167	0	0	0	1	0	0	2	0	0	0
ENSG00000177553.6	C1orf167-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000177000.13	MTHFR	1121	1022	581	567	680	599	582	583	672	671
ENSG00000011021.23	CLCN6	1075	821	407	410	705	509	574	561	465	464
ENSG00000276470.1	AL021155.2	0	0	0	0	0	0	0	0	0	0
ENSG00000278852.1	AL021155.3	0	0	0	0	0	0	0	0	0	0
ENSG00000175206.10	NPPA	0	1	2	1	4	5	1	7	1	1
ENSG00000275915.1	AL021155.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120937.9	NPPB	0	0	11	2	21	4	0	12	1	121
ENSG00000224904.1	SBF1P2	0	0	0	0	0	0	0	2	0	0
ENSG00000285646.2	AL021155.4	3	9	3	8	4	15	12	10	12	8
ENSG00000199347.1	RNU5E-1	0	0	0	0	0	0	0	0	0	0
ENSG00000201801.1	RNU5E-4P	0	0	0	0	0	0	0	2	0	1
ENSG00000116685.16	KIAA2013	2331	3177	2202	2454	2373	2981	3131	3046	2924	3139
ENSG00000083444.17	PLOD1	8210	5354	7508	9279	8002	10431	6675	8406	9218	9619
ENSG00000287384.1	AL096840.3	0	0	4	0	0	0	0	1	0	2
ENSG00000116688.18	MFN2	2493	3582	3422	3324	3654	3133	2723	3543	2799	3393
ENSG00000270914.1	AL096840.2	0	0	0	0	0	0	0	0	0	0
ENSG00000116691.11	MIIP	506	501	425	404	415	595	442	558	402	453
ENSG00000202461.1	AL096840.1	3	2	1	1	1	4	4	6	1	2
ENSG00000276869.1	MIR6729	0	0	0	0	0	0	0	0	0	0
ENSG00000243539.3	RN7SL649P	0	0	0	0	0	0	0	0	0	0
ENSG00000120949.15	TNFRSF8	2	2	0	1	1	1	2	0	6	2
ENSG00000201135.1	RNU6-777P	0	0	0	0	0	0	0	0	0	0
ENSG00000227875.2	RPL23AP89	0	0	0	0	0	0	0	0	0	0
ENSG00000285604.1	AL357835.1	0	0	0	0	0	0	0	0	0	0
ENSG00000283789.1	MIR7846	0	0	0	0	0	0	0	0	0	0
ENSG00000028137.19	TNFRSF1B	30	0	0	16	0	0	0	1	1	0
ENSG00000263676.1	MIR4632	0	0	0	0	0	0	0	0	0	0
ENSG00000225196.2	RPL10P17	0	0	0	0	0	0	0	0	0	0
ENSG00000252969.1	SNORA70	0	0	0	0	0	0	0	0	0	0
ENSG00000048707.15	VPS13D	810	1002	789	982	970	686	783	1051	873	912
ENSG00000239149.1	SNORA59A	0	1	0	2	2	1	0	2	2	1
ENSG00000229484.1	LINC02766	1	1	0	1	0	0	0	0	2	0
ENSG00000162496.9	DHRS3	1231	1213	1531	1759	2210	1983	1522	929	1414	1192
ENSG00000221340.1	RNU6ATAC18P	0	0	1	5	1	2	1	0	0	0
ENSG00000276830.1	MIR6730	3	0	0	0	2	0	2	0	0	1
ENSG00000272482.1	AC254633.1	4	1	0	0	0	1	0	2	7	2
ENSG00000204518.2	AADACL4	0	0	0	0	0	0	0	0	0	0
ENSG00000226166.2	AC244670.1	0	0	0	0	0	0	0	0	0	0
ENSG00000188984.12	AADACL3	0	0	0	0	0	0	0	0	0	0
ENSG00000157330.10	C1orf158	0	0	0	0	0	0	0	0	0	0
ENSG00000116726.5	PRAMEF12	0	0	0	0	0	0	0	0	0	0
ENSG00000116721.9	PRAMEF1	0	1	0	0	0	0	0	0	0	0
ENSG00000228338.1	LINC01784	0	0	0	0	0	0	0	0	0	0
ENSG00000239810.3	PRAMEF11	0	0	0	0	0	0	0	0	0	0
ENSG00000231103.2	PRAMEF30P	0	0	0	0	0	0	0	0	0	0
ENSG00000179172.10	HNRNPCL1	1	0	2	1	0	1	0	1	0	1
ENSG00000120952.4	PRAMEF2	0	0	0	0	0	0	0	0	0	0
ENSG00000243073.4	PRAMEF4	0	0	0	0	0	0	0	0	0	0
ENSG00000187545.5	PRAMEF10	0	0	0	0	0	0	0	0	0	0
ENSG00000204510.5	PRAMEF7	0	0	0	0	0	0	0	0	0	0
ENSG00000207434.1	RNU6-1072P	0	0	0	0	0	0	0	0	0	0
ENSG00000234064.1	PRAMEF29P	0	0	0	0	0	0	0	0	0	0
ENSG00000232423.6	PRAMEF6	0	0	0	0	0	0	0	0	0	0
ENSG00000274178.2	PRAMEF28P	0	0	0	0	0	0	0	0	0	0
ENSG00000274764.5	PRAMEF27	0	0	0	0	0	0	0	0	0	0
ENSG00000277058.2	HNRNPCL3	0	0	0	0	0	0	0	0	0	0
ENSG00000229571.7	PRAMEF25	0	0	0	0	0	0	0	0	0	0
ENSG00000277862.1	PRAMEF34P	0	0	0	0	0	0	0	0	0	0
ENSG00000236179.1	PRAMEF35P	1	0	0	0	0	0	0	0	0	0
ENSG00000275774.3	HNRNPCL2	0	0	0	0	0	0	0	0	0	0
ENSG00000229978.1	PRAMEF36P	0	0	0	0	0	0	0	0	0	0
ENSG00000233336.1	AC245056.1	0	0	0	0	0	0	0	0	0	0
ENSG00000280267.4	PRAMEF26	0	0	0	0	0	0	0	0	0	0
ENSG00000179412.11	HNRNPCL4	0	0	0	1	0	0	0	0	0	0
ENSG00000204505.4	PRAMEF9	0	0	0	0	0	0	0	0	0	0
ENSG00000279169.3	PRAMEF13	0	0	0	0	0	0	0	0	0	0
ENSG00000279804.2	PRAMEF18	0	0	0	0	0	0	0	0	0	0
ENSG00000250894.1	PRAMEF31P	0	0	0	0	0	0	0	0	0	0
ENSG00000270601.4	PRAMEF5	0	0	0	0	0	0	0	0	0	0
ENSG00000231219.1	PRAMEF32P	0	0	0	0	0	0	0	0	0	0
ENSG00000207511.1	RNU6-771P	0	0	0	0	0	0	0	0	0	0
ENSG00000182330.10	PRAMEF8	0	0	0	0	0	0	0	0	0	0
ENSG00000237700.2	PRAMEF33	0	0	0	0	0	0	0	0	0	0
ENSG00000204501.7	PRAMEF15	0	0	0	0	0	0	0	0	0	0
ENSG00000228229.2	AC243961.1	0	0	0	0	0	0	0	0	0	0
ENSG00000204481.8	PRAMEF14	0	0	0	0	0	0	0	0	0	0
ENSG00000204480.8	PRAMEF19	0	0	0	0	0	0	0	0	0	0
ENSG00000204479.4	PRAMEF17	0	0	0	0	0	0	0	0	0	0
ENSG00000204478.9	PRAMEF20	0	0	0	0	0	0	0	0	0	0
ENSG00000162494.6	LRRC38	0	0	0	0	0	1	0	0	0	0
ENSG00000259961.1	AL354712.1	0	0	0	0	0	0	0	0	0	0
ENSG00000215909.3	BRWD1P1	0	0	0	0	0	0	0	0	0	0
ENSG00000162493.16	PDPN	916	6	395	621	491	317	3	230	645	565
ENSG00000222952.1	RNA5SP41	0	0	0	0	0	0	0	0	0	0
ENSG00000237445.2	AL359771.1	1	0	0	0	0	0	0	0	0	0
ENSG00000253085.1	AL359771.2	0	0	0	0	0	0	0	0	0	0
ENSG00000116731.22	PRDM2	565	1133	594	521	640	535	985	780	420	605
ENSG00000189337.17	KAZN	489	193	178	315	501	281	146	322	259	528
ENSG00000252151.1	RNU6-1265P	0	0	0	0	0	0	0	0	0	0
ENSG00000231606.2	AL357873.1	0	0	0	0	0	0	0	1	0	0
ENSG00000234593.3	KAZN-AS1	5	0	0	0	0	0	0	0	0	0
ENSG00000235829.1	TBCAP2	0	0	0	0	0	0	0	0	0	0
ENSG00000287756.1	AL031293.1	0	0	0	0	0	0	0	0	0	0
ENSG00000175147.13	TMEM51-AS1	9	3	0	5	9	3	2	3	5	4
ENSG00000171729.14	TMEM51	370	219	186	326	368	333	184	276	301	345
ENSG00000204464.7	C1orf195	0	0	0	0	0	2	0	0	0	0
ENSG00000215720.4	MFFP1	0	0	0	0	0	0	1	0	0	0
ENSG00000278480.1	ZBTB2P1	0	0	0	0	0	0	0	2	1	0
ENSG00000142621.19	FHAD1	7	0	1	1	6	3	0	0	1	18
ENSG00000233485.1	FHAD1-AS1	0	0	0	0	0	0	1	0	0	2
ENSG00000236045.1	AL031283.2	0	0	0	0	0	0	1	0	0	0
ENSG00000228140.2	AL031283.1	1	4	5	0	0	0	2	3	2	0
ENSG00000142634.13	EFHD2	1267	1621	1175	1885	1289	1440	1344	1120	1448	1042
ENSG00000162438.12	CTRC	0	0	0	5	0	0	0	2	1	2
ENSG00000142615.8	CELA2A	0	0	0	1	0	0	0	0	0	0
ENSG00000215704.10	CELA2B	0	2	1	0	5	0	2	2	3	5
ENSG00000132906.18	CASP9	257	262	193	172	255	268	233	205	243	248
ENSG00000116138.13	DNAJC16	664	573	503	626	551	728	424	747	703	658
ENSG00000251866.1	SCARNA21B	0	0	0	0	0	0	0	0	0	0
ENSG00000272510.1	AL121992.3	0	0	0	0	1	0	0	0	0	0
ENSG00000116771.6	AGMAT	64	11	64	121	87	56	19	59	128	94
ENSG00000237301.1	AL121992.1	4	3	1	8	1	3	1	1	3	2
ENSG00000235084.3	CHCHD2P6	6	12	7	6	5	7	1	14	5	10
ENSG00000252417.1	RNU7-179P	0	0	0	0	0	0	0	0	0	0
ENSG00000236500.1	CD24P1	0	0	0	0	0	0	0	0	0	3
ENSG00000197312.12	DDI2	386	470	305	285	375	316	291	389	311	329
ENSG00000215695.1	RSC1A1	0	0	0	0	0	0	0	0	0	0
ENSG00000271742.1	AL121992.2	5	0	0	0	0	0	0	0	0	0
ENSG00000116786.13	PLEKHM2	5440	3286	2285	2605	3605	2731	2392	2905	2670	2866
ENSG00000237938.5	AL450998.2	26	3	8	10	8	8	9	18	7	10
ENSG00000162461.8	SLC25A34	103	25	19	24	32	24	15	19	39	29
ENSG00000224459.1	SLC25A34-AS1	0	0	0	0	0	0	0	0	0	1
ENSG00000162460.7	TMEM82	0	0	0	0	0	0	0	0	0	1
ENSG00000162458.13	FBLIM1	2396	3857	2628	4494	2549	4482	2904	4480	3679	3934
ENSG00000224321.1	RPL12P14	3	2	5	3	5	2	0	5	2	2
ENSG00000233954.6	UQCRHL	48	26	31	20	28	31	10	27	19	23
ENSG00000178715.8	AL450998.1	3	60	15	3	17	4	22	16	1	14
ENSG00000179743.4	FLJ37453	37	74	34	25	40	46	50	72	25	62
ENSG00000065526.12	SPEN	976	1034	715	518	712	764	746	1275	606	1027
ENSG00000270620.1	AL034555.1	0	0	0	0	0	0	0	0	0	0
ENSG00000116809.12	ZBTB17	572	464	370	485	431	576	465	547	452	521
ENSG00000234607.2	AL355994.4	1	0	0	0	0	0	0	0	0	0
ENSG00000231353.1	AL355994.1	0	0	0	0	0	0	0	0	0	0
ENSG00000275503.1	AL355994.5	0	0	0	0	0	0	0	0	0	0
ENSG00000224966.4	TBC1D3P6	0	0	0	0	0	0	0	0	0	0
ENSG00000183888.4	SRARP	0	0	0	0	0	0	0	1	3	0
ENSG00000233078.1	AL355994.3	0	0	0	0	0	0	0	0	0	0
ENSG00000173641.17	HSPB7	1110	2383	3750	741	2224	1957	3989	2220	1232	2812
ENSG00000186510.12	CLCNKA	4	19	5	4	7	5	13	7	2	8
ENSG00000232456.1	AL355994.2	6	0	0	2	0	5	0	0	0	1
ENSG00000184908.18	CLCNKB	15	10	2	1	3	4	10	6	0	1
ENSG00000185519.9	FAM131C	45	26	11	52	7	33	23	11	35	7
ENSG00000142627.13	EPHA2	1813	1573	3405	4383	2517	3017	1322	3542	3384	3066
ENSG00000227959.1	AL451042.2	4	15	9	17	17	12	6	15	7	8
ENSG00000224621.1	AL451042.1	0	0	7	2	4	0	5	7	3	6
ENSG00000234166.1	ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000142632.17	ARHGEF19	37	12	6	31	17	36	23	35	40	27
ENSG00000237276.8	ANO7L1	47	52	14	27	28	26	41	14	41	25
ENSG00000288398.1	AL109627.1	219	362	168	151	193	197	264	223	158	183
ENSG00000132881.12	CPLANE2	171	230	148	129	200	132	164	155	112	185
ENSG00000233929.1	MT1XP1	0	0	0	0	1	2	0	5	5	1
ENSG00000037637.11	FBXO42	378	607	410	409	569	496	454	538	449	537
ENSG00000055070.17	SZRD1	2550	2808	2366	2967	2544	2784	2299	3030	2695	2604
ENSG00000226457.1	RPL22P3	1	0	0	0	0	0	1	0	2	1
ENSG00000187144.11	SPATA21	1	0	0	0	1	0	1	1	1	0
ENSG00000157191.20	NECAP2	1226	1458	1333	1595	1351	1710	1239	1816	1372	1524
ENSG00000226029.1	LINC01772	15	6	10	2	7	14	7	13	4	5
ENSG00000080947.15	CROCCP3	90	106	74	88	66	67	157	109	112	87
ENSG00000206652.1	RNU1-1	0	0	0	0	0	0	0	0	0	0
ENSG00000261135.1	AL137802.2	0	0	0	2	0	0	0	0	0	0
ENSG00000285853.1	AL137802.3	0	0	0	0	0	0	0	0	0	0
ENSG00000224174.2	AL137802.1	0	0	0	0	0	0	0	0	0	0
ENSG00000233421.4	LINC01783	0	0	0	0	1	0	0	0	0	0
ENSG00000277344.1	RNU1-6P	0	0	0	0	0	0	0	0	0	0
ENSG00000225710.1	AL355149.1	0	0	0	0	0	0	0	0	0	0
ENSG00000219481.10	NBPF1	421	681	363	432	533	351	682	608	479	460
ENSG00000271732.1	AL137798.1	0	0	1	0	1	0	0	0	1	2
ENSG00000215908.10	CROCCP2	355	384	231	267	205	352	404	421	239	319
ENSG00000283773.1	AL137798.3	0	0	0	0	0	0	0	0	0	0
ENSG00000186301.8	MST1P2	63	140	52	18	55	31	162	69	33	71
ENSG00000282143.1	AL137798.2	0	0	0	0	0	0	0	0	0	0
ENSG00000207513.1	RNU1-3	0	0	0	0	0	0	0	0	0	0
ENSG00000280114.1	AL021920.2	0	0	0	0	0	0	0	0	0	0
ENSG00000236698.1	EIF1AXP1	3	5	7	4	6	9	7	4	5	11
ENSG00000268869.6	ESPNP	0	0	0	0	0	0	1	0	0	0
ENSG00000279151.1	AL021920.1	0	0	0	0	0	0	0	0	0	0
ENSG00000282740.1	AL021920.3	0	0	0	0	0	0	0	0	0	0
ENSG00000058453.17	CROCC	671	782	479	440	623	423	764	548	589	707
ENSG00000227684.2	CROCCP4	0	0	0	0	0	0	0	0	1	0
ENSG00000207389.1	RNU1-4	0	0	0	0	0	0	0	0	0	0
ENSG00000186715.11	MST1L	10	6	10	12	16	1	15	13	9	12
ENSG00000223643.6	BX284668.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230239.1	BX284668.3	0	0	0	0	0	0	0	0	0	0
ENSG00000263811.1	MIR3675	0	0	0	0	0	0	0	0	0	0
ENSG00000228549.4	BX284668.2	0	0	0	0	0	0	0	0	0	1
ENSG00000277234.1	RNU1-5P	0	0	0	0	0	0	0	0	0	0
ENSG00000238142.2	BX284668.5	3	3	6	17	14	0	9	10	8	20
ENSG00000235241.1	BX284668.4	0	0	0	0	0	0	0	0	0	0
ENSG00000207005.1	RNU1-2	0	0	0	0	0	0	0	0	0	0
ENSG00000272426.1	BX284668.6	0	0	0	0	0	0	7	0	0	0
ENSG00000117122.14	MFAP2	615	0	272	1171	135	510	0	408	969	243
ENSG00000286898.1	AL049569.2	0	0	0	0	0	0	0	0	1	0
ENSG00000226526.1	AL049569.1	11	0	7	8	4	1	0	5	7	4
ENSG00000159363.19	ATP13A2	1102	1684	1825	2103	2203	3689	2145	2905	3570	3407
ENSG00000288636.1	AL049569.3	0	0	0	0	0	0	0	0	0	0
ENSG00000117118.10	SDHB	821	943	1207	1241	1150	1365	823	1108	1203	1168
ENSG00000117115.13	PADI2	0	0	4	17	5	0	0	1	6	12
ENSG00000204362.6	LINC02783	0	0	17	3	5	1	0	2	12	3
ENSG00000282843.1	AL590644.1	0	0	0	0	0	0	0	0	0	0
ENSG00000142623.11	PADI1	0	0	289	32	57	9	0	33	96	102
ENSG00000142619.4	PADI3	0	0	1	5	0	1	0	0	6	0
ENSG00000266634.1	MIR3972	0	0	0	0	0	0	0	0	0	0
ENSG00000159339.13	PADI4	0	0	0	0	0	0	0	0	0	0
ENSG00000276747.1	PADI6	0	0	0	0	2	0	0	0	0	0
ENSG00000227751.1	RCC2-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000179051.14	RCC2	718	722	708	697	618	972	733	1292	811	1088
ENSG00000074964.17	ARHGEF10L	1293	2461	1926	794	2342	1433	1649	1129	793	1552
ENSG00000236648.2	LINC02810	0	2	0	0	0	0	0	0	0	0
ENSG00000117148.8	ACTL8	0	0	1	0	0	0	0	0	0	0
ENSG00000284653.1	AL357509.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261781.1	LINC01654	0	0	0	0	0	0	0	0	0	0
ENSG00000117154.12	IGSF21	0	9	0	0	2	0	1	0	0	0
ENSG00000280222.1	AL365209.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230035.2	IGSF21-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000225387.1	AL591896.1	0	0	0	0	0	0	0	0	0	0
ENSG00000179023.8	KLHDC7A	0	0	0	0	0	1	1	0	0	0
ENSG00000235282.3	DYNLL1P3	0	0	0	0	0	0	0	0	0	0
ENSG00000225478.2	AL031737.1	0	0	0	0	0	0	0	0	0	0
ENSG00000009709.12	PAX7	0	0	0	0	0	0	0	0	0	0
ENSG00000179002.5	TAS1R2	0	0	0	0	0	0	0	0	0	0
ENSG00000159423.17	ALDH4A1	1028	1313	1264	940	1838	977	1027	731	673	1217
ENSG00000265606.1	MIR4695	0	0	0	0	0	0	0	0	0	0
ENSG00000221662.1	MIR1290	0	0	0	0	0	0	0	0	0	0
ENSG00000169991.11	IFFO2	212	436	285	198	263	398	244	573	227	676
ENSG00000272084.1	AL137127.1	8	10	8	5	6	11	10	15	3	2
ENSG00000127481.15	UBR4	3616	4734	3575	3931	4742	3261	4054	5244	3470	3615
ENSG00000230424.1	EMC1-AS1	6	6	10	12	8	9	10	7	3	15
ENSG00000127463.15	EMC1	1782	1381	2205	3073	2215	3220	1353	3562	2964	2648
ENSG00000053372.5	MRTO4	537	640	689	795	771	972	466	777	748	746
ENSG00000286064.1	AL035413.2	8	6	5	8	8	10	3	10	1	11
ENSG00000211454.15	AKR7L	7	9	6	7	6	6	12	7	19	3
ENSG00000162482.5	AKR7A3	10	23	8	7	8	7	11	5	7	11
ENSG00000270728.1	AL035413.1	16	25	11	7	12	9	9	14	5	10
ENSG00000053371.12	AKR7A2	1607	1936	1404	1636	1416	1431	1616	1092	1257	1483
ENSG00000200403.1	RNU6-1099P	1	0	0	0	0	0	0	0	1	1
ENSG00000040487.13	SLC66A1	747	529	654	761	983	1027	439	698	1092	893
ENSG00000077549.19	CAPZB	5677	6685	7683	8696	7219	10076	6837	9436	8127	8595
ENSG00000240490.3	RN7SL277P	0	0	0	0	0	0	0	0	0	0
ENSG00000173436.15	MICOS10	102	136	87	131	175	161	94	162	93	161
ENSG00000201609.1	RNU4-28P	0	0	0	0	0	0	0	0	0	0
ENSG00000235185.1	AL031727.2	0	0	0	0	0	0	2	0	0	0
ENSG00000158747.15	NBL1	5996	13633	5918	7705	14853	7862	14569	6885	6610	9981
ENSG00000270136.6	MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0
ENSG00000226396.1	AL031727.1	0	3	38	23	33	4	3	7	21	32
ENSG00000158748.4	HTR6	2	1	1	5	3	2	2	2	0	4
ENSG00000162542.13	TMCO4	336	579	229	248	337	187	356	180	149	232
ENSG00000178828.7	RNF186	0	0	0	0	0	0	0	0	0	0
ENSG00000235434.1	AL391883.1	0	0	0	0	0	0	0	0	0	0
ENSG00000169914.6	OTUD3	192	93	312	207	226	236	101	316	308	321
ENSG00000188784.4	PLA2G2E	0	0	0	0	0	0	0	0	0	0
ENSG00000242688.3	RN7SL304P	0	0	0	0	0	0	0	0	0	0
ENSG00000188257.11	PLA2G2A	0	0	1	0	1	0	0	0	0	2
ENSG00000127472.11	PLA2G5	0	0	0	0	13	0	0	0	0	5
ENSG00000117215.15	PLA2G2D	0	0	0	0	0	0	1	0	0	0
ENSG00000158786.5	PLA2G2F	0	0	0	0	0	0	0	0	1	0
ENSG00000227066.2	Z98257.1	0	0	0	0	0	0	0	0	0	0
ENSG00000187980.6	PLA2G2C	0	0	0	0	0	0	0	0	0	0
ENSG00000225986.1	UBXN10-AS1	0	0	0	0	0	0	1	0	0	0
ENSG00000162543.6	UBXN10	1	0	2	0	7	2	0	2	3	11
ENSG00000228105.2	LINC01757	0	0	0	0	0	0	0	0	0	0
ENSG00000284710.1	Z98257.2	0	0	0	0	0	0	0	0	0	0
ENSG00000158816.15	VWA5B1	0	0	0	0	0	0	0	0	1	0
ENSG00000226664.1	AL020998.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236963.7	LINC01141	1	7	1	2	6	0	5	11	4	0
ENSG00000226487.1	AL139254.1	0	0	0	0	0	0	0	0	0	0
ENSG00000284641.1	AL139254.2	0	0	0	0	0	0	0	0	0	0
ENSG00000284743.1	AL139254.3	0	0	0	0	0	0	0	0	0	0
ENSG00000162545.6	CAMK2N1	1791	4852	2163	1867	1973	1883	3633	2256	1929	749
ENSG00000090432.7	MUL1	1010	1529	1008	988	1242	1309	1159	1180	1227	1075
ENSG00000215520.3	RPS4XP4	0	0	0	0	0	0	0	0	0	0
ENSG00000183114.8	FAM43B	1	2	5	0	9	6	3	6	0	15
ENSG00000158825.6	CDA	3	3	11	2	3	5	1	8	10	12
ENSG00000158828.8	PINK1	1240	1434	1889	1139	1883	1384	1585	1750	1129	2313
ENSG00000284005.1	MIR6084	0	0	0	0	0	0	0	0	0	0
ENSG00000117242.7	PINK1-AS	100	99	91	127	73	155	66	150	110	106
ENSG00000244038.11	DDOST	6445	4875	5700	6338	5305	7160	5232	6532	5733	5485
ENSG00000117245.12	KIF17	69	91	89	50	135	69	75	74	73	59
ENSG00000235432.1	AL663074.2	0	0	0	0	0	0	0	0	0	1
ENSG00000189410.12	SH2D5	1160	558	1360	869	1345	1141	327	983	1013	659
ENSG00000233069.1	AL663074.1	0	3	3	4	5	6	0	3	1	0
ENSG00000127483.19	HP1BP3	3130	4024	2319	2486	2562	2706	3350	3362	2190	2663
ENSG00000075151.20	EIF4G3	3384	3785	2960	3726	3499	2928	2908	3285	3077	2906
ENSG00000251914.1	RNU7-200P	0	0	0	0	0	0	0	1	0	0
ENSG00000221808.1	MIR1256	0	0	0	0	0	0	0	0	0	0
ENSG00000233072.1	RPS15AP6	0	0	0	0	0	0	0	0	0	0
ENSG00000236073.2	AL627311.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235112.1	HSPE1P27	0	1	0	1	0	0	0	0	0	0
ENSG00000287192.1	AL031005.2	1	0	2	0	6	3	0	6	9	6
ENSG00000117298.16	ECE1	3756	2698	3122	4175	3103	3970	3055	5414	4547	4166
ENSG00000236936.1	AL031005.1	0	0	0	0	0	2	1	0	1	0
ENSG00000231105.2	ECE1-AS1	2	3	1	0	1	0	0	2	3	0
ENSG00000236216.5	PPP1R11P1	0	0	0	0	0	0	0	0	0	0
ENSG00000228823.1	AL592309.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236009.1	AL592309.2	0	0	0	0	0	0	0	0	0	0
ENSG00000227001.3	NBPF2P	0	12	6	3	20	0	6	5	5	7
ENSG00000187952.9	HS6ST1P1	0	3	1	4	0	0	1	1	0	0
ENSG00000186543.7	CROCCP5	0	0	0	0	0	0	0	0	0	0
ENSG00000142794.18	NBPF3	258	309	100	165	165	217	188	231	147	166
ENSG00000176378.8	PFN1P10	0	0	0	0	0	0	0	0	0	0
ENSG00000162551.14	ALPL	14	82	10	5	204	15	279	92	10	95
ENSG00000233431.1	LINC02596	0	0	1	0	0	0	0	0	0	1
ENSG00000076864.19	RAP1GAP	49	83	32	57	97	54	26	15	214	42
ENSG00000090686.16	USP48	980	1223	962	1206	1152	1241	1106	1113	939	1024
ENSG00000231978.2	AL590103.1	0	0	0	0	0	0	0	0	0	0
ENSG00000187942.12	LDLRAD2	28	50	24	37	12	35	43	25	9	16
ENSG00000142798.20	HSPG2	11528	24093	21029	18080	23582	20531	22031	28573	14118	24538
ENSG00000232037.3	AL590556.1	0	0	0	0	0	0	0	0	0	0
ENSG00000283234.1	AL590556.2	0	0	0	0	0	0	0	0	0	0
ENSG00000219073.8	CELA3B	0	0	0	0	0	0	0	0	0	0
